rn	auc	thresh	direction	Group	alpha
PLIN2	51.5175108292519	-0.812170759994173	greater	0	0
GLRX	56.081839887508	-0.541741032526525	greater	0	0
AURKA	69.1547993167426	-0.49165478834055	greater	0	0
THBS1	70.6015307229882	-0.300317976257059	less	0	0
COL6A1	67.9175750025953	-0.847893961051186	less	0	0
BIRC5	67.6521521663224	-0.821468312146744	greater	0	0
ITGA5	50.4385964912281	-0.340020293290622	less	0	0
ID1	62.3210460254996	-0.794172406595629	greater	0	0
SPP1	71.0818870737899	-0.63916423601998	greater	0	0
CXCL1	66.2495399337505	-0.482289745969986	greater	0	0
IER3	63.0755546747449	-0.659267733131633	less	0	0
BIRC3	67.6955635457662	-0.362006437769775	greater	0	0
PLP1	64.7365118012889	-1.16406140277625	greater	0	0
RRM2	65.8243915328936	-0.786906290000993	greater	0	0
FGF7	63.6026254447306	-0.831561788643471	greater	0	0
COL3A1	67.0233949586178	-0.313576344014944	greater	0	0
CCND1	58.5041476741882	-0.560657517191321	less	0	0
EDN1	71.566726121382	-0.282655862954658	greater	0	0
ADAMTS6	72.2544661815913	-0.249588419351215	greater	0	0
CTHRC1	71.5638949444617	-0.350077004755696	less	0	0
KRTAP2-3	74.6689882317415	-0.277040648313559	greater	0	0
TPX2	61.0047846889953	-0.718646822152464	greater	0	0
HIST1H4C	53.7022356860416	-0.684833581208511	greater	0	0
ADM	63.156479148382	-0.618219736260217	less	0	0
FST	61.414833479611	-0.505965282539126	greater	0	0
BGN	61.2336381567151	-0.431792034835428	less	0	0
RGS2	61.3336730745634	-0.758566695647423	greater	0	0
BMP2	74.9962250974395	-0.247180809901026	greater	0	0
NRG1	58.2078178232024	-0.605683283703202	greater	0	0
CD9	63.2852976982532	-0.78761586111954	less	0	0
NNMT	50.5374517520267	-0.392463195288449	less	0	0
CTSD	59.6484150127875	-0.873088905475501	less	0	0
MIR143HG	69.429659409417	-0.271289090324522	greater	0	0
COL1A2	73.9498692939993	-0.245617929403323	greater	0	0
AP1S2	62.2748034691359	-1.48548852554047	greater	0	0
G0S2	78.3952889216047	-0.168175642438281	greater	0	0
ID2	65.6729235676608	-0.942847337485891	greater	0	0
LMOD1	72.7577078791657	-0.256554890920968	greater	0	0
HSPA5	68.214612647811	-0.538325474641144	less	0	0
LXN	51.1577154289707	-0.574227433551886	greater	0	0
ID4	56.7271122939138	-1.51239612541935	greater	0	0
HAS2	73.1344903409685	-0.358619412985181	greater	0	0
FHL2	66.5642724347177	-0.693055348945764	less	0	0
APCDD1	54.3182525976048	-0.307819616883058	less	0	0
CENPA	74.3761973519056	-0.387011409483357	greater	0	0
TMSB4X	54.6693185357153	0.697573153675486	less	0	0
IFIH1	71.0748091314893	-0.289492349885176	greater	0	0
COLEC10	78.729367798194	-0.0886155588865123	greater	0	0
PRSS23	62.8396232647245	-0.578646143968156	less	0	0
HMMR	71.9758311863575	-0.378486120940525	greater	0	0
RND3	55.2662250030671	-0.894087123506759	less	0	0
TFAP2A	62.917008767211	-1.50123002688221	greater	0	0
WISP2	60.0155242867796	-0.562059431452102	greater	0	0
SPARC	65.6351745420571	-1.19082533544895	less	0	0
FTL	61.2015514849522	-0.0256272284774242	greater	0	0
AQP1	70.021611317158	-0.272670677732743	greater	0	0
SPOCK1	58.7804233553221	-0.716932822793224	less	0	0
KPNA2	51.6394873682324	-0.59769749068934	greater	0	0
CDC20	68.0803676755093	-0.452405975178861	greater	0	0
CSRP2	52.3449222841936	-0.330918701732046	less	0	0
KIAA0101	59.9883921746269	-0.781871805945051	greater	0	0
F3	72.397440616064	-0.277188930026359	greater	0	0
CLEC2B	53.2608080178931	-0.528642131361253	greater	0	0
TSLP	64.0834536583521	-0.497014112950167	greater	0	0
COL15A1	58.9599671583477	-0.439469159288709	less	0	0
GPM6B	58.1358587431464	-1.46996191589235	greater	0	0
PDLIM1	77.6639015505411	-0.160900736191007	greater	0	0
CAV1	59.7878504761096	0.854789412708196	less	0	0
SLC7A11	53.7314911808837	-0.548960136533346	greater	0	0
C11orf96	73.9762936119216	-0.321573543275086	greater	0	0
EFEMP1	77.2920736483496	-0.088782469594504	greater	0	0
FOSL1	52.8719930541794	-0.724702957368554	greater	0	0
GTSE1	70.8150486490569	-0.495568139977111	greater	0	0
MAP1B	53.1666713852949	-0.521316581549181	less	0	0
CDKN3	73.3843417041794	-0.619527665571276	greater	0	0
PEG10	51.9575229089399	-0.547220520865305	less	0	0
ANXA1	53.364381906892	-0.433434566437477	less	0	0
CYTL1	52.1722204920585	-0.625657815721676	greater	0	0
HPGD	69.9713579268233	-0.323981639008326	greater	0	0
STMN1	55.1310363051257	-0.786982239388898	greater	0	0
SYNPO2	70.73884280362	-0.315878269995767	greater	0	0
CENPE	70.7912195766447	-0.348204844416472	greater	0	0
CDK1	62.4125874125875	-0.446267396425938	greater	0	0
IL6ST	64.1414927852175	-0.570666913765513	less	0	0
AKAP3	79.1559317875107	-0.148401583094894	greater	0	0
HLA-B	62.2679614582449	-0.454595053745704	less	0	0
ID3	54.0523578985116	-1.15521003057312	greater	0	0
MGST1	76.3686381095291	-0.16774410146482	greater	0	0
FOSB	51.6583618810339	-0.364437547824682	less	0	0
OMG	78.7968441814599	-0.104397811947372	greater	0	0
C10orf10	56.7129564093128	-0.525761425675635	greater	0	0
CXCL3	73.684210526316	-0.285643079646499	greater	0	0
COL6A3	71.411483253589	-0.219973434297802	greater	0	0
GAPDH	60.1719468116228	0.654943651022103	greater	0	0
CKS2	55.8249105819957	-0.600558420308363	greater	0	0
COL6A2	70.1320272170474	-0.526103648128126	less	0	0
GLIPR1	51.2058454366146	-0.245911944445198	less	0	0
FAM211A	68.8865453035488	-0.714033234603132	greater	0	0
PSAP	58.5888470503855	-0.783344914089459	less	0	0
PLK1	73.2012589300042	-0.351344264241991	greater	0	0
CRTAC1	68.142653567755	-0.431941532444755	greater	0	0
FGF5	63.6443853043041	-0.391322616050013	greater	0	0
CLDN11	54.110632956787	-0.513416101926836	greater	0	0
LAMP5	75.0035389711505	-0.23457150830022	greater	0	0
TPM1	58.7414946726688	0.191077943479949	less	0	0
IFI6	58.4836216415164	-0.787733480761107	less	0	0
TUBA1C	58.9547766673273	-0.527868762876735	less	0	0
NEK2	76.1485141039796	-0.244261433936051	greater	0	0
STC1	65.43557656918	-0.476663926228175	greater	0	0
B2M	60.5782206996782	-0.112032742063291	less	0	0
AC131025.8	70.6935439728966	-0.239459872926734	greater	0	0
ITGB8	51.3556618819777	-0.297611184625577	less	0	0
PMP22	51.9410077102386	-1.35468870929935	greater	0	0
PLAT	52.2220020195729	-0.350495139133405	less	0	0
TMEM47	62.5562696412901	-0.355008797740422	greater	0	0
FAM83D	71.6795013353718	-0.312143784420163	greater	0	0
NUSAP1	68.9516623727147	-0.403472638153929	greater	0	0
ARL4C	51.3879844851505	-0.605195975909292	less	0	0
PCOLCE	54.5593744986457	-0.291894535976094	less	0	0
LGALS3	55.274954465238	-0.301828506799676	greater	0	0
NOV	54.9529080905599	-0.59610906642692	greater	0	0
TGFBR1	55.0557741853289	-0.453183534316611	less	0	0
ZFP36L2	60.7469116578428	-0.37001599803603	less	0	0
TIMP1	61.3147985617621	-0.500939638979	less	0	0
JAG1	60.7877277917764	-0.331357687830349	less	0	0
BST2	51.2138671045554	-0.524804426234122	greater	0	0
CSTB	64.51520813869	-0.582997893209622	greater	0	0
CXCL14	76.3492917339077	-0.143701449920123	greater	0	0
LMO7	54.6483206402235	-0.498090906092277	less	0	0
PRELP	52.613884091617	-0.60627786415839	greater	0	0
COL14A1	58.006568330455	-0.305861954542292	less	0	0
TXNIP	50.5631682757188	-1.04358522608731	greater	0	0
ZC3HAV1	53.8296386474526	-0.526232067117399	greater	0	0
SERINC2	70.2098845823541	-0.400949711127794	greater	0	0
COL12A1	59.5250228853468	-0.379465524586347	greater	0	0
TK1	57.6873531326972	-0.682801445981233	greater	0	0
CEBPD	58.7853779149328	-0.883054604866123	greater	0	0
BASP1	62.1577814897653	0.00123739917084448	less	0	0
TUBA1B	53.7723073148174	-0.62610837383397	less	0	0
MBP	54.3751120674198	-0.964049646263051	greater	0	0
MFAP4	75.1533554165137	-0.131959606565426	greater	0	0
DDIT4	51.0140332002682	-0.799712682657324	greater	0	0
TNC	50.5685946981494	-0.223729392284666	less	0	0
ANLN	61.9546445457375	-0.447951554612052	greater	0	0
IL7R	61.2956881175507	-0.361225389464079	greater	0	0
NLRP1	52.3012749733397	-0.316628465717162	less	0	0
SORBS2	50.2481998433416	-1.15401009270781	greater	0	0
DEPDC1	72.2086954880479	-0.373821291148855	greater	0	0
CCNB2	71.2876192633279	-0.348258840959299	greater	0	0
ITGA2	64.7454771948698	-0.572331183714803	greater	0	0
PTGR1	52.2071383407417	-0.404574226522228	greater	0	0
S100A6	56.8311580457332	0.431319044891327	greater	0	0
PRC1	66.8844313581156	-0.412427504544358	greater	0	0
USP53	55.1282051282052	-0.516884146130083	greater	0	0
PHLDA2	50.8937081811578	-0.693463250228982	greater	0	0
LDHA	52.1670300010381	-0.505681112215425	less	0	0
COL4A2	59.3544444759023	-0.37381394018719	greater	0	0
HSP90B1	65.8217962873833	-0.730817390849716	less	0	0
LOXL2	59.0911450223191	-0.415447036027278	less	0	0
NQO1	53.3075224370771	-0.713606856054072	less	0	0
TXN	55.64395119051	0.203870276535141	greater	0	0
LGALS1	55.0427979577777	0.497282260442749	greater	0	0
VGLL3	68.0228004114646	-0.437951218456763	greater	0	0
RCAN1	50.8137274331607	-0.644996451370665	greater	0	0
TXNRD1	59.2725762766249	-0.0697612837919611	less	0	0
SAT1	50.5669431782792	-0.524891668653068	less	0	0
MMP2	60.7301605277314	-0.432750911876964	less	0	0
CAPG	53.57483272463	-0.693078390370926	greater	0	0
AEBP1	55.8513348999179	-0.833368949095987	less	0	0
FABP5	56.6612874305184	-0.626012078292015	greater	0	0
TUBA1A	57.4087181374631	-0.57538687071602	less	0	0
MIR145	72.3141568283271	-0.216790234724258	greater	0	0
HMGB2	50.9477364740523	-0.564250919169676	greater	0	0
NUPR1	50.0559157441748	-0.631978555830966	less	0	0
CTSL	55.5840246123647	-0.367152613138422	less	0	0
ADAMTS1	51.3582571274881	-0.508729782899007	greater	0	0
CALR	69.5556467823674	-0.508769787660841	less	0	0
GPNMB	54.4838764474392	-0.934106849040354	less	0	0
KYNU	73.8186914300272	-0.2115153954964	greater	0	0
CLSPN	61.833139869577	-0.597064666035097	greater	0	0
DCN	68.901408982381	-0.285676340997609	greater	0	0
FOXD1	54.3626077026887	-0.315587467268546	less	0	0
RP5-839B4.8	70.6586261242133	-0.283531360224553	greater	0	0
RAMP1	51.4273850306239	-0.375623559193016	less	0	0
IL6	55.1027245359229	-0.443345180504217	greater	0	0
GNG11	56.1566301444844	-0.626304977916139	less	0	0
KIF2C	70.831327916348	-0.322709518648379	greater	0	0
IFI44L	60.3432330152977	-0.454045251266283	greater	0	0
SCD	55.0182610911358	-0.557095436428488	greater	0	0
DSTN	51.6647320291047	0.0967369906866899	greater	0	0
CDA	69.8109245680103	-0.402945342501669	greater	0	0
MFSD12	54.1939167445241	-0.803232135728354	greater	0	0
C1R	68.7195058652548	-0.338290162292167	less	0	0
HTRA1	57.0220265564395	-0.524817757410009	greater	0	0
COL4A1	66.12897898323	-0.298021240371908	greater	0	0
VMP1	67.8854883308325	-0.691673215153561	less	0	0
H2AFX	59.7291035550151	-0.541726372399017	greater	0	0
CADM1	59.7795928767589	-0.406148650296396	less	0	0
NUF2	69.6271339996035	-0.364462086650527	greater	0	0
UBE2T	58.1981446353918	-0.504974544966133	greater	0	0
MAD2L1	60.3304927191567	-0.550477277712561	greater	0	0
DUSP1	50.1012145748988	-0.173330979199112	less	0	0
SQSTM1	52.0360880684767	-0.617234395280325	less	0	0
NTRK2	65.1111708804018	-0.39402714768763	greater	0	0
SGOL2	63.3574927097198	-0.464941482974729	greater	0	0
AURKB	70.4738918301668	-0.353304866660012	greater	0	0
JUN	61.8654624727499	-0.604327914612082	less	0	0
SOX4	52.4716174513745	-0.778616827986296	less	0	0
BAALC	50.4987590007833	-0.306353636626044	less	0	0
BTG1	50.0132121589611	-1.28448782649516	greater	0	0
HIST1H2AC	63.9848343289644	-0.53080703725289	greater	0	0
CDC25B	51.7317365495503	-0.279672142792234	less	0	0
HSD17B6	71.4357841888205	-0.267856021488604	greater	0	0
MYBL2	66.7520738370943	-0.382575902838887	greater	0	0
SMURF2	51.9981031114634	-0.306587051964297	less	0	0
TUBB4B	57.9053537555562	-0.36838767693278	less	0	0
TNFRSF11B	78.4783367779322	-0.127305600363193	greater	0	0
GDF6	63.4846597397204	-0.305590211776043	greater	0	0
FTH1	56.6207072279947	0.0298865975227659	greater	0	0
COTL1	53.8956994422581	0.0731082786646664	less	0	0
ATP2B1	52.2908939912988	-0.363829559196536	less	0	0
GCLM	57.5184262431228	-0.586651828257775	greater	0	0
CDC42EP3	59.7387767428253	-0.426881094645127	less	0	0
DDIT3	52.3208572803714	-0.70258958010364	greater	0	0
SAMD9	56.6478393401475	-0.49291154851635	greater	0	0
SLC12A8	50.1066409973293	-0.57411345910286	greater	0	0
TRIB3	56.172201617546	-0.537014444889014	greater	0	0
AXL	54.4959089493503	-0.570562751841923	greater	0	0
PCNA	56.5074601511849	-0.364200760939915	less	0	0
HJURP	67.8118777309061	-0.296988727374822	greater	0	0
LIF	66.1870181100949	-0.295049066107055	greater	0	0
ERRFI1	55.4712493983751	-0.497168795046896	greater	0	0
GDF15	51.0303124675594	-0.508214697294559	greater	0	0
ATAD2	58.7249794739676	-0.528483827282674	greater	0	0
HHEX	57.5599501712866	-0.431438547015141	greater	0	0
HMGB3	64.7013580211959	-0.42645769822544	greater	0	0
FOXF2	67.6575785887526	-0.284206719270828	greater	0	0
CCNA2	70.7763558978134	-0.321428259597019	greater	0	0
PCSK2	71.3206496607306	-0.274566619547638	greater	0	0
PHLDA1	56.5020337287544	-0.564821121549783	less	0	0
ZWINT	58.6355614695696	-0.522838601444409	greater	0	0
KCNE4	50.6204996083539	-0.223690971618776	less	0	0
JUNB	68.9882317412682	-0.422213866954102	less	0	0
PRR11	71.2439719524745	-0.365040783553766	greater	0	0
HN1	56.9717731661055	-0.665252280834452	greater	0	0
TYMS	65.9246623821524	-0.377650108875318	greater	0	0
COL5A2	61.1541292715382	-0.34101624639241	less	0	0
RPL22L1	51.1133603238867	0.217182370682864	greater	0	0
FOS	58.6683559355624	-0.354041577162492	less	0	0
DAB2	54.8887347470344	-0.426584355139395	less	0	0
CEP55	67.1864235629424	-0.406424754287654	greater	0	0
OSR2	64.9823523305304	-0.359235760023124	greater	0	0
CKS1B	56.0223851721829	-0.702741816137914	greater	0	0
TGM2	62.2384700319922	-0.344946867497328	greater	0	0
ASPH	61.0706095523909	-0.343398764261793	less	0	0
C1S	63.5700669101479	-0.3135033067844	less	0	0
BDNF	53.387503185074	-0.259018035139514	less	0	0
MFGE8	57.0406651378311	-0.484321229238703	less	0	0
LINC00968	58.7171937374365	-0.408142134233641	greater	0	0
GBP1	58.9434519596469	-0.335014516870192	greater	0	0
SDC2	52.4234874437304	-0.21042428848101	less	0	0
CBLN2	80.1114539980943	-0.0453630079207486	greater	0	0
DDX58	72.7345866009834	-0.263504375114296	greater	0	0
ABI3BP	57.0397214121915	-0.397874599511763	greater	0	0
ENPP2	53.4139275029964	-0.369487264274732	greater	0	0
AKR1C3	75.153827279333	-0.189838794275073	greater	0	0
BIRC7	54.078074422204	-0.415220457850727	less	0	0
VCL	65.6545209176788	-0.475592064815668	less	0	0
IL7	65.4119834281779	-0.327931380996417	greater	0	0
MCM4	52.9349867406548	-0.572254212242412	greater	0	0
HELLS	59.3164595188887	-0.488106186761271	greater	0	0
XAF1	57.4127289714334	-0.370050875603809	greater	0	0
NUAK1	55.357530458745	-0.507027392886928	greater	0	0
F2RL2	59.0331058954539	-0.370360241198398	greater	0	0
PRKCDBP	60.3861725319215	-0.421172201086843	less	0	0
TNXB	70.9096571444752	-0.16184513836129	greater	0	0
ITGA1	54.7259420741203	-0.464559995032284	greater	0	0
ISG20	62.593310872663	-0.347963224448313	greater	0	0
WNT5A	54.6244915678114	-0.233325879525321	less	0	0
PARP14	55.3787642856469	-0.250590255039247	less	0	0
EGR1	58.3394675499939	-0.314551317479369	less	0	0
LTBP1	58.0252069118466	-0.252955883187736	less	0	0
IER2	65.1784113322575	-0.459105832357182	less	0	0
FAM43A	61.1310079933564	-0.353564682647403	greater	0	0
PRDM1	67.5160197427407	-0.319888687581245	greater	0	0
TNFSF15	77.5983126185556	-0.129035552732321	greater	0	0
UGCG	56.2384983437615	-0.291062945276994	less	0	0
HEY1	64.28611873956	-0.340080520685709	greater	0	0
PRRX1	52.0049451223541	-0.669512253207281	greater	0	0
HGF	66.1273274633602	-0.220434808529095	greater	0	0
FGF1	68.5857327557731	-0.330616479034288	greater	0	0
APOBEC3B	67.7960703264348	-0.328955374458633	greater	0	0
AC104654.2	70.6581542613934	-0.258715726157321	greater	0	0
CNN1	75.6679218217685	-0.123550606688108	greater	0	0
ITGA8	73.0953257269047	-0.154593823627303	greater	0	0
GREM2	60.0266130630502	-0.380060306659922	greater	0	0
FGF19	78.540622670178	-0.0520866502915448	greater	0	0
SPATS2L	57.1553278031011	-0.417989211367155	less	0	0
IFITM3	58.1485990392873	-0.246306072416965	less	0	0
PKDCC	59.1482404235443	-0.304268921232157	greater	0	0
ECM1	54.1335183035589	-0.467923529844339	greater	0	0
ANGPT1	55.5278729367798	-0.194857783972463	less	0	0
CCDC80	50.4971074809134	-0.329104467910824	greater	0	0
ENTPD1	62.8695865537972	-0.316651081649906	greater	0	0
OLFML2B	54.4164000641736	-0.42233654085772	greater	0	0
GXYLT2	50.6662703018978	-0.2315132899904	less	0	0
HLA-C	65.5839774260827	-0.428177543020735	less	0	0
HLA-A	70.633853326161	-0.589305637829471	less	0	0
NTN4	74.6607306323903	-0.225200975882904	greater	0	0
OLFM2	54.8818927361438	-0.406309984751919	greater	0	0
CAMK2N1	51.2709625057803	-0.345716198191504	less	0	0
ALCAM	54.5218614044525	-0.371139897121565	less	0	0
VWA5A	71.8264866038148	-0.249953560596827	greater	0	0
PTGER3	78.936515576192	-0.071019701905181	greater	0	0
WFDC1	77.4794031879059	-0.123966967505043	greater	0	0
TUBB	59.2039202363089	-0.164149151731552	less	0	0
LY6E	54.6683748100752	-0.013909390348799	less	0	0
MTSS1	55.7671073865408	-0.476417622695717	greater	0	0
TMSB10	60.7881996545965	0.776874811042546	greater	0	0
KCNJ2	69.6309089021639	-0.285607521571457	greater	0	0
CRIM1	54.8120570387777	-0.344545732912757	less	0	0
DDAH1	56.3434878212206	-0.330345302790444	less	0	0
RUNX1T1	66.6065041571119	-0.331937790521434	greater	0	0
CTSC	52.3168464464011	-0.588458569717727	greater	0	0
DOK5	72.0204222228511	-0.20371282417039	greater	0	0
CDKN1C	76.9900814435231	-0.147480050962694	greater	0	0
SQLE	55.932731236375	-0.300511183009239	less	0	0
AMIGO2	64.319620999783	-0.276402021860879	greater	0	0
HIST1H1B	69.0467427309534	-0.255754290270325	greater	0	0
CHN1	64.3057010465918	-0.3190491947285	greater	0	0
CHCHD10	54.0955333465456	0.665709025597537	greater	0	0
SEMA3D	57.6064286590602	-0.404264671589457	greater	0	0
AHR	61.3650519520965	-0.264730332688504	less	0	0
ZFP36L1	53.467719864481	-0.511059276461859	less	0	0
PAG1	54.2897048969923	-0.648953599506601	greater	0	0
FABP7	75.7764502703777	-0.276626866101427	greater	0	0
NCAPG	68.007228938403	-0.270249152437114	greater	0	0
PLK2	50.667921821768	-0.245804818804917	less	0	0
FHL1	56.7077659182922	-0.329113163662363	greater	0	0
PRRX2	76.8744750526133	-0.0808784487827533	greater	0	0
ARID5B	58.4819701216463	-0.413742410652594	less	0	0
KCNMB1	76.0690052188033	-0.130857166872868	greater	0	0
MCM7	53.2202278153694	-0.516785667312812	greater	0	0
CCNE2	71.2333550390231	-0.258442414859428	greater	0	0
COL5A3	60.6895803252076	-0.349709681847131	greater	0	0
BAMBI	50.357200154771	-0.23915555768985	less	0	0
DCLK1	66.7964289421781	-0.271335640363483	greater	0	0
CTSA	65.0934760246502	-0.470144214688933	less	0	0
CASP1	54.593112690279	-0.333170245323881	greater	0	0
MRVI1	72.9655634513937	-0.174005628855286	greater	0	0
SPOCD1	50.3753668733426	-0.204496093248244	less	0	0
LMO4	54.4329152628748	-0.606358458538249	greater	0	0
PDE5A	60.4836122042602	-0.343077857698664	greater	0	0
CACNA2D3	70.7874446740842	-0.220978712518695	greater	0	0
MSC	54.4003567282919	-0.485058999188928	greater	0	0
HSPB1	50.3050593131565	0.346331930375514	greater	0	0
PERP	53.3410246973	-0.289702242616224	less	0	0
PRCP	57.8300916357596	-0.238584031287103	less	0	0
EPDR1	51.0154487887282	-0.234708379513523	less	0	0
CARD16	72.319111387937	-0.226817487719985	greater	0	0
PCDH18	67.2267678340552	-0.270708724065332	greater	0	0
PAPPA	59.5755122070913	-0.30494366749921	greater	0	0
FAS	61.2971037060108	-0.31980739966768	greater	0	0
TIMP2	52.0931834697017	-0.608301186891477	less	0	0
PDGFRA	54.6492643658636	-0.348052608235118	greater	0	0
SPON2	57.3249624869056	-0.342920644236074	greater	0	0
C10orf90	69.160461670583	-0.299292457476519	greater	0	0
TWISTNB	54.5223332672726	-0.26781820271799	less	0	0
SVIL	58.2295235129243	-0.205464345807104	less	0	0
PDLIM7	57.3490274907279	-0.235958578474788	less	0	0
KCTD12	69.9286543416098	-0.266680672157605	greater	0	0
SDCBP	50.8057057652199	-0.575903148566251	less	0	0
DEPTOR	64.9231335466149	-0.276238704221405	greater	0	0
PLXNC1	56.8184177495917	-0.387499196113953	greater	0	0
LPL	78.1230240744417	-0.0927577169263229	greater	0	0
EXTL2	58.593801609996	-0.218519913836352	less	0	0
CCDC102B	65.1132942630919	-0.325639095324204	greater	0	0
MYL6	57.2784839991318	-0.143482837088802	less	0	0
ZFP36	55.9990279625908	-0.196525497480303	less	0	0
TERF1	53.2407538480413	-0.249589143181005	less	0	0
CYGB	51.1982956314941	-0.339130521651544	less	0	0
LSP1	75.5232958674258	-0.0987076168141945	greater	0	0
CYP27A1	50.9904400592659	-0.534517832051692	greater	0	0
STK17B	56.1106235195304	-0.236564982450854	less	0	0
FAT1	56.9958381699272	-0.282883024328424	less	0	0
ANK3	74.4316412332609	-0.179026625853479	greater	0	0
ZEB1	63.1796004265643	-0.283382942942805	greater	0	0
ADD3	53.8761171352265	-0.332078872673593	less	0	0
LASP1	52.4154657757897	-0.247325072675235	less	0	0
FAM126A	58.0631918688599	-0.283032442020086	less	0	0
HSD11B1	73.3430537074266	-0.139864040830214	greater	0	0
CMKLR1	64.4658984739956	-0.261815792873392	greater	0	0
MICAL2	58.7485726149693	-0.311999047519174	greater	0	0
KLF9	51.1537045950001	-0.46593651867613	greater	0	0
CD81	70.4684654077367	-0.182109003660893	less	0	0
TES	51.5293073997527	-0.215889898403695	less	0	0
NETO1	79.2064211092558	-0.0287488070487907	greater	0	0
TSPAN2	75.4225531553469	-0.137177308494854	greater	0	0
MYH9	67.1012523239244	-0.455281282057888	less	0	0
ITGA4	63.0493662882328	-0.268997096864155	greater	0	0
CLU	74.5724922850431	-0.164994615900016	greater	0	0
SPRY1	61.4707492237856	-0.331175977992499	greater	0	0
GBP2	70.2898653303514	-0.196611296698603	greater	0	0
PDE3A	60.7542255315534	-0.285522792800676	greater	0	0
SNCA	50.2321565074601	-0.579278034532234	greater	0	0
MDK	72.3014165321861	-0.15918688433964	greater	0	0
TMEM119	68.3594745335637	-0.230134943511003	greater	0	0
MMP11	75.871766560026	-0.143409723519768	greater	0	0
SNED1	75.9847777054259	-0.108948026752268	greater	0	0
ARHGAP28	78.1041495616392	-0.113776359610306	greater	0	0
ACTA2	51.9139465875371	-0.9090735545181	less	9	0
MYLK	53.2739861523246	-0.673591099075876	greater	9	0
S100B	52.9208704253217	-1.10794841876251	greater	9	0
CRYAB	51.3165182987142	-1.65066656823467	less	9	0
CCL5	55.3422354104847	-0.818108530152529	greater	9	0
ACTG2	50.3269040553907	-0.643461019835908	less	9	0
TAGLN	50.2522255192879	-0.749384589641359	greater	9	0
A2M	52.6854599406529	-1.129900164814	less	9	0
IFIT2	57.0474777448073	-0.512696035105384	greater	9	0
IFIT3	54.1938674579627	-0.792539117764608	greater	9	0
PRND	60.6083086053416	-0.545050561766125	greater	9	0
TFPI2	65.4292779426315	-1.00596601093162	greater	9	0
MMP1	55.4045499505438	-0.684560480722516	greater	9	0
OASL	53.8545994065279	-0.304938589856793	greater	9	0
IGFBP6	58.3273986152328	-0.201516364292112	greater	9	0
SERPINE1	61.522255192878	-1.36799031473234	greater	9	0
IFIT1	54.2522255192877	-0.732667344851205	greater	9	0
PMEL	53.6587537091988	-3.76529103001695	less	9	0
CPA4	70.5524233432246	-0.340847688016836	greater	9	0
SCRG1	56.6251236399607	-0.380368642300528	greater	9	0
HMOX1	51.7893175074184	-0.607909548310357	less	9	0
ISG15	56.708209693373	-0.0539433341049484	greater	9	0
VGF	54.303659742829	-1.195192581606	greater	9	0
RSAD2	57.2314540059346	-0.216696661752558	greater	9	0
PMAIP1	55.3521266073195	-0.523297174151391	less	9	0
SRGN	66.4510385756678	-1.00184566353737	greater	9	0
IGFBP2	53.8555885262116	-0.72105841532129	greater	9	0
CCL18	53.2710187932739	-0.317016058736592	greater	9	0
UBE2C	55.6043521266073	-0.719361022645052	less	9	0
SOST	56.0375865479724	-0.0544147719572827	greater	9	0
IGFBP5	63.3259149357077	-0.757814139465541	greater	9	0
PTX3	65.1889218595454	-0.579641749471027	greater	9	0
CITED1	57.3353115727002	-2.59734442541876	greater	9	0
DKK1	62.3254203758656	-0.756939405370694	greater	9	0
IFI27	69.4634025717118	-0.767812751875542	greater	9	0
TDO2	60.5415430267064	-0.592386043935386	greater	9	0
CCL2	56.5865479723047	-0.962197473564489	greater	9	0
CTSK	64.1869436201781	-1.69090844471023	less	9	0
COL1A1	64.2591493570727	3.00560208963045	greater	9	0
IGFBP3	65.6191889218596	-0.70672997553938	greater	9	0
IL11	55.5430267062315	-0.485089924937254	greater	9	0
VCAM1	52.8363006923839	-0.477207016844069	greater	9	0
MGP	54.3738872403561	-0.104848653857508	greater	9	0
KRT34	50.3105835806131	-0.547402092540862	greater	9	0
APOE	60.0751730959446	-1.29893775308425	less	9	0
CENPF	58.9149357072206	-0.799142676145479	less	9	0
ASPM	51.7012858555885	-0.628094829748167	less	9	0
LUM	52.5252225519288	-0.552860961757749	less	9	0
IGFN1	56.738872403561	-0.595801108699712	greater	9	0
SCG5	71.5786350148379	-0.742054935235469	greater	9	0
IGFBP7	51.2027695351137	1.59378062070759	greater	9	0
TIMP3	58.1088031651832	0.0899210962830999	greater	9	0
FN1	50.961918892186	0.305131925032263	greater	9	0
NEAT1	50.0425321463897	-1.85475623624852	greater	9	0
KRT18	65.5128585558855	0.161970489506558	greater	9	0
ANKRD1	55.4500494559844	-0.413818445508385	greater	9	0
SCG2	60.8862512363997	0.108551762609481	greater	9	0
PLN	52.3155291790307	-0.844599806188117	less	9	0
TMEM158	67.0079129574685	-0.594277502129847	greater	9	0
TM4SF1	59.1636993076164	-0.135356179986496	greater	9	0
PSG1	53.158259149357	-0.192151020097931	greater	9	0
SFRP4	63.3234421364989	-0.379918572120155	greater	9	0
MKI67	57.5845697329377	-0.919413217634603	less	9	0
TOP2A	55.7992087042532	-0.83662933985412	less	9	0
MT2A	65.8526211671612	-0.698274203848013	greater	9	0
INHBA	51.9910979228489	-0.896948093100344	greater	9	0
PRNP	71.4797230464887	-0.0389636198007795	greater	9	0
MLANA	51.410484668645	-2.55869864282944	greater	9	0
MYOCD	52.242334322453	-0.7014583469902	less	9	0
